phyto_class,Diatom,Dinoflagellate,Haptophyte,NAP,NAP,NAP,CDOM
430,0.001358678,2.01648E-05,0.000372865,0.00809879,0.012136856,0.024409115,0.000554015
431,0.001355579,2.02644E-05,0.000369876,0.008252542,0.012246503,0.024694828,0.000573151
432,0.001352751,2.03569E-05,0.000366954,0.008406295,0.01235615,0.024952287,0.000592287
433,0.001350515,2.04483E-05,0.000364169,0.008591965,0.012470925,0.025209745,0.000611422
434,0.001349338,2.05444E-05,0.000361579,0.008778632,0.012663487,0.025467204,0.000630558
435,0.00134934,2.06441E-05,0.0003592,0.008939369,0.012856049,0.025792142,0.000649694
436,0.001350416,2.07405E-05,0.000357036,0.009086162,0.013048611,0.026124209,0.000676432
437,0.001352698,2.08339E-05,0.000355183,0.009232955,0.013232224,0.026456275,0.00070317
438,0.001356406,2.09297E-05,0.00035373,0.00939631,0.01338602,0.026761924,0.000729908
439,0.001361508,2.10286E-05,0.000352664,0.009570873,0.013539815,0.027065957,0.000756646
440,0.001367825,2.1131E-05,0.000351962,0.009745436,0.01369361,0.02736999,0.000783384
441,0.001375343,2.1242E-05,0.000351672,0.009903885,0.013847406,0.027820818,0.000821036
442,0.001384183,2.13666E-05,0.000351851,0.010052267,0.013976275,0.028275136,0.000858689
443,0.001394094,2.15019E-05,0.000352462,0.01020065,0.014104297,0.028759374,0.000896341
444,0.001404665,2.16442E-05,0.000353449,0.010354221,0.014232319,0.029280044,0.000933994
445,0.001415845,2.17942E-05,0.00035481,0.010515221,0.01436034,0.029800714,0.000971647
446,0.001427698,2.19519E-05,0.000356554,0.010676221,0.014488362,0.03003568,0.001013058
447,0.001439975,2.21095E-05,0.000358581,0.010841287,0.014616384,0.030249834,0.001054469
448,0.001452398,2.22581E-05,0.000360783,0.011015043,0.014746678,0.030463989,0.00109588
449,0.001464812,2.2395E-05,0.000363091,0.011188799,0.014878723,0.030675884,0.001137291
450,0.001477152,2.25216E-05,0.000365435,0.01135859,0.015010768,0.030868446,0.001178702
451,0.001489505,2.26439E-05,0.000367749,0.011520609,0.015142814,0.031061008,0.001216353
452,0.001501924,2.27653E-05,0.00036996,0.011682627,0.015274859,0.03125357,0.001254004
453,0.001514464,2.28848E-05,0.000371988,0.011843344,0.015406905,0.031394078,0.001291656
454,0.001527155,2.30012E-05,0.000373763,0.012000844,0.01553895,0.031512203,0.001329307
455,0.001539924,2.31141E-05,0.000375266,0.012158344,0.015663726,0.031630327,0.001366959
456,0.001552731,2.32243E-05,0.000376479,0.012312991,0.015785898,0.031748451,0.001428972
457,0.001565673,2.33367E-05,0.000377414,0.012455907,0.01590807,0.031866575,0.001490986
458,0.001578873,2.34567E-05,0.000378093,0.012598824,0.016030243,0.03198998,0.001552999
459,0.001592492,2.35863E-05,0.000378588,0.012738925,0.016151973,0.032143775,0.001615013
460,0.001606637,2.37261E-05,0.000378956,0.012854531,0.01626307,0.032297571,0.001677026
461,0.001621581,2.38735E-05,0.000379252,0.012970137,0.016374166,0.032451366,0.001732662
462,0.001637657,2.40267E-05,0.000379558,0.013085743,0.016485263,0.032605161,0.001788297
463,0.001654926,2.4189E-05,0.000379962,0.013162501,0.01659636,0.032793239,0.001843933
464,0.001673424,2.43631E-05,0.00038053,0.013222709,0.016707456,0.032985801,0.001899568
465,0.001693264,2.45535E-05,0.000381327,0.013282918,0.016818553,0.033178363,0.001955204
466,0.001714548,2.47639E-05,0.000382417,0.013343126,0.01692965,0.033345619,0.002018335
467,0.001737244,2.49905E-05,0.000383788,0.013417946,0.017040746,0.033485349,0.002081467
468,0.001761335,2.52299E-05,0.000385431,0.013517468,0.017132554,0.033625079,0.002144598
469,0.001786541,2.54798E-05,0.000387446,0.01361699,0.017222776,0.033764809,0.002207729
470,0.001812558,2.5737E-05,0.000389932,0.013716511,0.017312999,0.03390454,0.00227086
471,0.001839025,2.59981E-05,0.000392837,0.01386208,0.017403222,0.034085801,0.002353077
472,0.001865533,2.62596E-05,0.000396102,0.014101027,0.017493444,0.034278363,0.002435294
473,0.001891937,2.65223E-05,0.00039985,0.014339975,0.017583667,0.034470925,0.002517511
474,0.001918112,2.67882E-05,0.000404249,0.014447492,0.01767389,0.034663487,0.002599728
475,0.001943987,2.70558E-05,0.000409287,0.014554118,0.017799476,0.034850567,0.002681945
476,0.001969497,2.73221E-05,0.000414925,0.014660744,0.0179436,0.034990297,0.002762179
477,0.001994505,2.75851E-05,0.000421295,0.014785667,0.018087724,0.035130027,0.002842413
478,0.002018741,2.78424E-05,0.000428705,0.014932978,0.018231847,0.035269757,0.002922647
479,0.002042401,2.80979E-05,0.000437289,0.015080289,0.018375971,0.035409487,0.003002881
480,0.002065835,2.83569E-05,0.000447027,0.015225931,0.018503304,0.03557891,0.003083115
481,0.002088975,2.86216E-05,0.000457907,0.015365931,0.018616192,0.035790903,0.003165177
482,0.00211152,2.88918E-05,0.000469763,0.015505931,0.018729079,0.036002896,0.00324724
483,0.002133289,2.91616E-05,0.000482378,0.015647515,0.018841967,0.03621489,0.003329303
484,0.002154355,2.94283E-05,0.000495641,0.015799181,0.018954854,0.036429395,0.003411366
485,0.002174853,2.96982E-05,0.000509555,0.015950848,0.019067742,0.03665731,0.003493429
486,0.002194893,2.99771E-05,0.000524132,0.016102263,0.01918063,0.036885226,0.003605513
487,0.002214335,3.02532E-05,0.000539274,0.016248096,0.019295479,0.037113142,0.003717598
488,0.002233132,3.05148E-05,0.000554727,0.016393929,0.019415458,0.037341058,0.003829683
489,0.002251447,3.07653E-05,0.000570271,0.016539763,0.019535438,0.037560439,0.003941768
490,0.002269353,3.10101E-05,0.000585694,0.016681437,0.019655417,0.037770664,0.004053853
491,0.002286967,3.12517E-05,0.000600911,0.016822896,0.019775396,0.03798089,0.004144341
492,0.002304556,3.14907E-05,0.000616126,0.016964354,0.019895376,0.038191115,0.00423483
493,0.00232231,3.17269E-05,0.000631478,0.017108315,0.020015355,0.038401341,0.004325319
494,0.002340508,3.19626E-05,0.000647034,0.01725269,0.020130739,0.038597372,0.004415808
495,0.002359282,3.21932E-05,0.000662862,0.017397065,0.020240386,0.038789934,0.004506297
496,0.00237853,3.24141E-05,0.000678994,0.017533447,0.020350033,0.038982496,0.004602491
497,0.002398612,3.26431E-05,0.000695456,0.01766738,0.02045968,0.039175058,0.004698686
498,0.002419964,3.28979E-05,0.000712221,0.017801314,0.020569327,0.03940545,0.00479488
499,0.002442637,3.3176E-05,0.000729322,0.017919088,0.020678974,0.039636907,0.004891074
500,0.002465591,3.34197E-05,0.000746919,0.018023319,0.020801425,0.039868364,0.004987268
501,0.002487858,3.35766E-05,0.000765093,0.018127551,0.020938645,0.040099821,0.005086129
502,0.00251049,3.36994E-05,0.000783705,0.018231782,0.021075866,0.040480454,0.005184989
503,0.002534523,3.38405E-05,0.000802635,0.018332523,0.021213086,0.04091512,0.00528385
504,0.00255969,3.39961E-05,0.000821824,0.018431225,0.021350306,0.041270599,0.00538271
505,0.00258568,3.41613E-05,0.000841113,0.018529928,0.021487526,0.041626077,0.005481571
506,0.002612302,3.4331E-05,0.000860145,0.018628631,0.021611209,0.041965124,0.005534025
507,0.002639381,3.45009E-05,0.000878661,0.018753643,0.021720856,0.042287839,0.005586479
508,0.002666807,3.46692E-05,0.000896663,0.018907431,0.021830503,0.042610554,0.005638933
509,0.002694477,3.48339E-05,0.000914139,0.019061219,0.02194015,0.04290185,0.005691388
510,0.002723203,3.50428E-05,0.000931067,0.019214625,0.022049797,0.043191892,0.005743842
511,0.002753883,3.53463E-05,0.000947479,0.019363375,0.022159445,0.043523033,0.005796416
512,0.002785589,3.56951E-05,0.000963512,0.019512125,0.022299044,0.043911366,0.00584899
513,0.002817332,3.60392E-05,0.00097927,0.019660875,0.022467362,0.044299699,0.005901565
514,0.00284934,3.63808E-05,0.000994942,0.019802511,0.02263568,0.044629944,0.005954139
515,0.002881904,3.67233E-05,0.001010828,0.019944027,0.022803998,0.044952659,0.006006713
516,0.002915228,3.70703E-05,0.001027282,0.020085542,0.022972316,0.045337172,0.00612422
517,0.002949378,3.74234E-05,0.001044513,0.02021617,0.023140633,0.045838846,0.006241726
518,0.002983911,3.7776E-05,0.001062269,0.020341579,0.023308951,0.046340521,0.006359232
519,0.003018477,3.81232E-05,0.001080343,0.020466988,0.023469646,0.046746737,0.006476739
520,0.003053269,3.84686E-05,0.001098775,0.020630887,0.02362696,0.047012333,0.006594245
521,0.00308849,3.88157E-05,0.001117615,0.020835031,0.023784274,0.047277929,0.00673087
522,0.003124373,3.91666E-05,0.001136955,0.021029853,0.023941589,0.047543993,0.006867496
523,0.003161142,3.9523E-05,0.001156885,0.021198677,0.024098941,0.047858531,0.007004121
524,0.003198594,3.98827E-05,0.00117721,0.0213675,0.024267259,0.048173069,0.007140746
525,0.003236665,4.02453E-05,0.001197715,0.021521681,0.024435577,0.048487607,0.007277372
526,0.003276117,4.06201E-05,0.00121834,0.021647836,0.024603894,0.048778222,0.00741424
527,0.003317701,4.10162E-05,0.001239095,0.021773991,0.024772212,0.049054289,0.007551109
528,0.003361985,4.14414E-05,0.001260265,0.021900147,0.02494053,0.049330355,0.007687977
529,0.003409124,4.18981E-05,0.00128203,0.022103067,0.025108848,0.049661315,0.007824846
530,0.003458317,4.23767E-05,0.001304245,0.022307211,0.025296142,0.050021481,0.007961715
531,0.003509003,4.28701E-05,0.001326795,0.022488298,0.025566623,0.050381648,0.008095085
532,0.00356097,4.33756E-05,0.0013496,0.022662079,0.025837104,0.05061051,0.008228456
533,0.003614378,4.38951E-05,0.001372715,0.02283586,0.026107585,0.050781519,0.008361827
534,0.003669822,4.44336E-05,0.00139636,0.022992717,0.026378066,0.050952528,0.008495198
535,0.003727459,4.4992E-05,0.00142066,0.0231473,0.026595422,0.051123537,0.008628569
536,0.00378664,4.55618E-05,0.0014457,0.023301884,0.026809577,0.051296398,0.00875028
537,0.003846614,4.61332E-05,0.00147147,0.023445451,0.027023731,0.05146956,0.008871991
538,0.003907193,4.67037E-05,0.00149792,0.023586074,0.027239887,0.051642723,0.008993702
539,0.003968728,4.7277E-05,0.001525145,0.023726696,0.027471344,0.051815886,0.009115413
540,0.004032386,4.78639E-05,0.00155335,0.023855613,0.027702801,0.052044458,0.009237124
541,0.004100332,4.84825E-05,0.001582795,0.023975613,0.027934258,0.052310054,0.009324041
542,0.004174094,4.91448E-05,0.001613645,0.024095613,0.028165715,0.052575649,0.009410957
543,0.004253706,4.98499E-05,0.00164585,0.024215613,0.028377509,0.052821335,0.009497874
544,0.004338046,5.05864E-05,0.001679055,0.024348834,0.028586262,0.052989653,0.009584791
545,0.004425264,5.13363E-05,0.00171277,0.024482612,0.028795014,0.053157971,0.009671707
546,0.00451453,5.20913E-05,0.001746785,0.02461639,0.029003767,0.053326289,0.009714315
547,0.00460614,5.28542E-05,0.001781195,0.024745574,0.029212519,0.053457883,0.009756923
548,0.004701513,5.36373E-05,0.00181622,0.02487313,0.029501833,0.053580055,0.009799531
549,0.004802472,5.44556E-05,0.001852065,0.025000686,0.029816371,0.053702228,0.009842139
550,0.00490969,5.53156E-05,0.00188884,0.025121466,0.030130909,0.0538244,0.009884747
551,0.005021835,5.62082E-05,0.00192644,0.02523591,0.03044152,0.053938502,0.009929392
552,0.005134378,5.70951E-05,0.001963945,0.025350355,0.030745554,0.053979499,0.009974037
553,0.005243995,5.79472E-05,0.00200054,0.025464799,0.031049587,0.054020496,0.010018683
554,0.005351348,5.87714E-05,0.00203637,0.0255938,0.031347908,0.054061493,0.010063328
555,0.005461541,5.96148E-05,0.002073225,0.025724262,0.03163795,0.05410249,0.010107973
556,0.005580708,6.05329E-05,0.00211343,0.025854725,0.031927991,0.054143487,0.010184349
557,0.005707766,6.15182E-05,0.00215629,0.025965489,0.032218033,0.054185179,0.010260724
558,0.005836548,6.25209E-05,0.002199215,0.026043854,0.032529475,0.054233023,0.0103371
559,0.005963198,6.35095E-05,0.00224094,0.026122219,0.032946042,0.054280866,0.010413475
560,0.006086802,6.44756E-05,0.002281285,0.026200583,0.03336261,0.05432871,0.010489851
561,0.00620703,6.54155E-05,0.00231934,0.026269435,0.033754688,0.054376554,0.010567026
562,0.00632698,6.63564E-05,0.00235491,0.026313879,0.034058721,0.054424398,0.010644201
563,0.006449797,6.73264E-05,0.002388595,0.026358324,0.034362754,0.054472242,0.010721376
564,0.00657467,6.83179E-05,0.00242024,0.026402768,0.034704662,0.054501876,0.010798551
565,0.006695127,6.92718E-05,0.002448065,0.026447213,0.03515898,0.054476439,0.010875727
566,0.006803629,7.01203E-05,0.00246965,0.026476887,0.035613297,0.054451002,0.010860211
567,0.006901091,7.08695E-05,0.002485585,0.026485276,0.035972049,0.054425566,0.010844696
568,0.006991472,7.15526E-05,0.00249758,0.026493666,0.036294764,0.054400129,0.010829181
569,0.007075406,7.21768E-05,0.00250568,0.026502055,0.036617479,0.054374692,0.010813666
570,0.007151904,7.27316E-05,0.00250948,0.026510445,0.036940193,0.054349255,0.010798151
571,0.007220025,7.32011E-05,0.002509595,0.026540915,0.037262908,0.054192017,0.010710064
572,0.007279036,0.000073575,0.002506055,0.02659394,0.037591667,0.054002586,0.010621978
573,0.007328503,7.38502E-05,0.0024982,0.026646964,0.037923733,0.053813155,0.010533891
574,0.00736901,7.40329E-05,0.00248618,0.026699989,0.0382558,0.053587166,0.010445804
575,0.00740297,7.41446E-05,0.0024702,0.02679129,0.038304847,0.053290865,0.010357718
576,0.007431345,7.41919E-05,0.002450125,0.026931063,0.038223284,0.052994565,0.01020759
577,0.007453376,7.41671E-05,0.0024258,0.027070836,0.03814172,0.052646948,0.010057463
578,0.007469848,7.40755E-05,0.00239797,0.027210608,0.038060156,0.052179077,0.009907336
579,0.007482462,7.39269E-05,0.002367585,0.027303309,0.037978593,0.051721248,0.009757209
580,0.007491802,7.37193E-05,0.00233487,0.027391386,0.037897029,0.051271731,0.009607081
581,0.007497107,7.34398E-05,0.00229978,0.027479462,0.037772241,0.050835424,0.009300033
582,0.00749802,7.3084E-05,0.002263145,0.027553459,0.037624639,0.050422703,0.008992985
583,0.007495228,7.266E-05,0.00222619,0.027560481,0.037477037,0.049952953,0.008685937
584,0.007489264,7.21746E-05,0.00218931,0.027567503,0.037329436,0.049213271,0.008378889
585,0.007480533,7.16339E-05,0.00215268,0.027574525,0.037088172,0.048628931,0.008071841
586,0.007470254,7.1053E-05,0.002116795,0.027581548,0.036818496,0.048276257,0.00771671
587,0.007460482,7.0453E-05,0.002082635,0.027529121,0.03654882,0.0475,0.007361579
588,0.007452513,6.98457E-05,0.002050815,0.027446574,0.036286422,0.046532418,0.007006448
589,0.007445863,6.92296E-05,0.00202131,0.027364028,0.036026746,0.045682095,0.006651317
590,0.007438731,6.85942E-05,0.001994095,0.027292896,0.03576707,0.044911152,0.006296186
591,0.007428096,6.79206E-05,0.001969095,0.027296148,0.035449493,0.044430189,0.005940883
592,0.007412259,6.72003E-05,0.00194622,0.027299399,0.034963298,0.043949225,0.005585579
593,0.007390812,6.64313E-05,0.001925015,0.02730265,0.034475347,0.043109506,0.005230275
594,0.007362132,6.56033E-05,0.00190491,0.027305902,0.03396172,0.042208252,0.004874971
595,0.00732434,6.47076E-05,0.001885625,0.027286397,0.033540875,0.041603662,0.004519667
596,0.007276751,6.37422E-05,0.00186696,0.027235064,0.033327982,0.040845737,0.004133094
597,0.007218249,6.26992E-05,0.00184814,0.027183731,0.033115089,0.04031519,0.00374652
598,0.007147386,6.15735E-05,0.0018287,0.027132397,0.032902195,0.040106985,0.003359947
599,0.007063706,6.03723E-05,0.00180901,0.02700867,0.032686478,0.03989878,0.002973374
600,0.006971091,5.91442E-05,0.001789678,0.026825995,0.032470237,0.039690575,0.0025868
601,0.006876193,5.79588E-05,0.001771295,0.02671402,0.032253996,0.039469246,0.002435686
602,0.006780863,5.68381E-05,0.001753995,0.026687533,0.032087241,0.03915523,0.002284572
603,0.00668335,5.5773E-05,0.00173769,0.026661047,0.031932022,0.038841213,0.002133458
604,0.006584061,5.47626E-05,0.00172243,0.02663456,0.031776804,0.038527197,0.001982344
605,0.006485178,5.38165E-05,0.00170843,0.026630452,0.031621586,0.038226141,0.00183123
606,0.006387462,5.2934E-05,0.00169559,0.026665099,0.03147079,0.037974249,0.001791075
607,0.006290863,5.21077E-05,0.001683555,0.026699745,0.031391484,0.037722357,0.001750921
608,0.006195787,5.13308E-05,0.00167193,0.026734392,0.031312178,0.037470465,0.001710766
609,0.006102868,5.05975E-05,0.001660355,0.026763513,0.031232873,0.037272841,0.001670612
610,0.006011066,4.98908E-05,0.001648563,0.026749608,0.031153567,0.037199617,0.001630457
611,0.005919797,4.92048E-05,0.001636555,0.026735702,0.031074262,0.037126392,0.00163129
612,0.005830558,4.8547E-05,0.00162446,0.026721796,0.031037269,0.037053168,0.001632122
613,0.005745051,4.79224E-05,0.001612345,0.026707891,0.031005482,0.036979944,0.001632954
614,0.00566434,4.73371E-05,0.001600265,0.026624281,0.030973694,0.036906719,0.001633786
615,0.005588832,4.67931E-05,0.001588195,0.026529466,0.030941907,0.03679575,0.001634618
616,0.005518655,4.62927E-05,0.00157628,0.026448993,0.03091012,0.03666912,0.001615236
617,0.005453604,4.58378E-05,0.00156483,0.026446401,0.030836541,0.036542489,0.001595853
618,0.005393477,4.54282E-05,0.00155399,0.026443808,0.030747755,0.036415859,0.001576471
619,0.005337995,4.5062E-05,0.001543695,0.026441216,0.030658969,0.036289228,0.001557089
620,0.005286168,4.47285E-05,0.001533725,0.026438623,0.030570183,0.036174709,0.001537707
621,0.005236444,4.44092E-05,0.00152377,0.026435479,0.030481397,0.036071,0.001510525
622,0.005188459,4.40977E-05,0.001513565,0.026431819,0.030392611,0.035967291,0.001483343
623,0.005142992,4.37989E-05,0.00150287,0.026428159,0.030302114,0.035863582,0.001456162
624,0.005100107,4.35134E-05,0.001491585,0.026424498,0.030207012,0.035759873,0.00142898
625,0.005059119,4.32374E-05,0.00147975,0.026420838,0.03011191,0.035638141,0.001401799
626,0.005019992,4.29699E-05,0.001467455,0.026415727,0.030016808,0.035511511,0.00138947
627,0.00498318,4.27118E-05,0.00145481,0.026409597,0.029921706,0.035384881,0.001377142
628,0.004948838,4.24637E-05,0.00144187,0.026403468,0.029826604,0.03525825,0.001364814
629,0.004917051,4.2226E-05,0.0014287,0.026397338,0.029717219,0.03513162,0.001352485
630,0.004888069,4.19984E-05,0.001415635,0.026391209,0.029562,0.035004989,0.001340157
631,0.004862132,4.17803E-05,0.001403155,0.026425108,0.029406782,0.034845625,0.00132295
632,0.004838871,4.15683E-05,0.001391565,0.026460551,0.029251564,0.034614516,0.001305743
633,0.004817409,4.13572E-05,0.00138109,0.026495994,0.029096345,0.034383407,0.001288536
634,0.004797391,4.11443E-05,0.001371965,0.026531437,0.028954989,0.034152298,0.001271329
635,0.004778934,4.09292E-05,0.001364385,0.026580462,0.028828359,0.033931327,0.001254122
636,0.004761784,4.07109E-05,0.001358355,0.026638536,0.028701728,0.033724827,0.001224828
637,0.004745442,4.04885E-05,0.001353755,0.026696611,0.028575098,0.033518328,0.001195534
638,0.00472918,4.02592E-05,0.001350565,0.026754685,0.028448468,0.033311829,0.00116624
639,0.004711959,4.00193E-05,0.00134883,0.02680181,0.02831495,0.03310533,0.001136947
640,0.004693239,3.97693E-05,0.001348305,0.026816301,0.028165851,0.032950641,0.001107653
641,0.004673056,3.95142E-05,0.00134856,0.026830793,0.028016753,0.032824011,0.001084685
642,0.004649239,3.92477E-05,0.00134924,0.026845285,0.027867655,0.032697381,0.001061718
643,0.004618721,3.89572E-05,0.001350085,0.026859776,0.027718556,0.03257075,0.00103875
644,0.004580736,3.86397E-05,0.001350885,0.026844307,0.027569458,0.03244412,0.001015783
645,0.004535437,3.82964E-05,0.00135142,0.026798657,0.027406158,0.032317489,0.000992815
646,0.004481685,3.79232E-05,0.00135114,0.026753006,0.027202283,0.032190859,0.000964821
647,0.004417213,3.75102E-05,0.00134914,0.026707356,0.026998408,0.032064228,0.000936827
648,0.00434183,3.70558E-05,0.001344965,0.026678901,0.026794533,0.031688119,0.000908833
649,0.004257218,3.65661E-05,0.00133859,0.026690165,0.026590658,0.031509131,0.000880839
650,0.004161896,3.60257E-05,0.00132905,0.026701429,0.026386783,0.031330143,0.000852845
651,0.004052378,3.54043E-05,0.00131483,0.026712694,0.026097839,0.031151155,0.000804918
652,0.003930497,3.47023E-05,0.001295715,0.026723958,0.025759067,0.030909458,0.00075699
653,0.003800777,3.39392E-05,0.001272265,0.026688708,0.025415495,0.030666468,0.000709063
654,0.003664726,3.3122E-05,0.00124424,0.026643102,0.02506613,0.030423479,0.000661135
655,0.003522713,3.2253E-05,0.001211244,0.026597496,0.024716764,0.030205736,0.000613208
656,0.003376901,3.1343E-05,0.001174001,0.026551889,0.024449361,0.029989495,0.000567925
657,0.003230629,3.04071E-05,0.001133803,0.026456851,0.024303371,0.029773253,0.000522642
658,0.003085695,2.94545E-05,0.001090877,0.026323851,0.024157381,0.029449092,0.000477358
659,0.002942472,2.84888E-05,0.001044843,0.026255324,0.024011391,0.029114442,0.000432075
660,0.002803825,2.75346E-05,0.00099694,0.026224213,0.023865401,0.028779792,0.000386792
661,0.002674036,2.66316E-05,0.000949184,0.026193102,0.023719411,0.028445142,0.000375472
662,0.002554873,0.0000258,0.000902469,0.026161991,0.023506311,0.028192627,0.000364151
663,0.002446338,2.50445E-05,0.00085693,0.026133996,0.023275201,0.027940735,0.00035283
664,0.002348173,2.4368E-05,0.00081318,0.026113866,0.023044092,0.027688844,0.000341509
665,0.002259934,2.37714E-05,0.000771845,0.026093735,0.022812983,0.02744517,0.000330189
666,0.002181792,2.32615E-05,0.000733453,0.026073604,0.022664403,0.027287097,0.000318868
667,0.002114526,2.2847E-05,0.000698547,0.026053474,0.022526329,0.027129023,0.000307547
668,0.002057386,2.25287E-05,0.00066751,0.026040031,0.022388255,0.02697095,0.000296226
669,0.002009376,2.23052E-05,0.000640713,0.026038734,0.022250181,0.026812877,0.000284906
670,0.00197113,2.21827E-05,0.000618487,0.026037438,0.022122392,0.026654803,0.000273585
671,0.00194346,2.21658E-05,0.000601014,0.026036142,0.022058905,0.026499306,0.000267925
672,0.001925131,2.22473E-05,0.000587876,0.026034846,0.021995417,0.026344088,0.000262264
673,0.001914975,2.24211E-05,0.000578728,0.026049333,0.021931929,0.026188869,0.000256604
674,0.00191511,2.27051E-05,0.000574055,0.026070074,0.021868442,0.026033651,0.000250943
675,0.001927978,2.31173E-05,0.000574383,0.026090815,0.021804954,0.025882707,0.000245283
676,0.00195266,2.36486E-05,0.000579012,0.026111555,0.021741466,0.025756076,0.000233962
677,0.001987826,2.42873E-05,0.000587298,0.026132736,0.021634881,0.025629446,0.000222642
678,0.002033098,2.50288E-05,0.000599506,0.026159162,0.02150825,0.025502815,0.000211321
679,0.002088623,2.58688E-05,0.000616006,0.026185588,0.02138162,0.025370612,0.0002
680,0.002153225,2.67886E-05,0.000636374,0.026212013,0.021254989,0.02522301,0.000188679
681,0.002226512,2.77745E-05,0.000660332,0.026238439,0.021128359,0.025075408,0.000183019
682,0.002310749,2.88312E-05,0.000688483,0.026261084,0.0209606,0.024927807,0.000177358
683,0.00240756,2.99556E-05,0.00072135,0.026279852,0.020752395,0.024764374,0.000171698
684,0.002515563,3.11189E-05,0.000758395,0.02629862,0.02054419,0.024574943,0.000166038
685,0.002633145,3.23067E-05,0.000797818,0.026317388,0.020335986,0.024385512,0.000160377
686,0.002761182,3.35581E-05,0.000838616,0.026336156,0.020126385,0.024196082,0.000149057
687,0.002901316,3.48868E-05,0.000880786,0.026342929,0.019910144,0.023999788,0.000137736
688,0.003054575,3.62213E-05,0.000923641,0.026332662,0.019693903,0.023676924,0.000126415
689,0.003220222,3.74966E-05,0.000965973,0.026322395,0.019472627,0.023354061,0.000115094
690,0.003397484,3.87057E-05,0.001006987,0.026312129,0.019220735,0.02303124,0.000103774
691,0.0035853,3.98361E-05,0.001046082,0.025894144,0.018968844,0.022717224,0.000103774
692,0.003776129,4.08314E-05,0.001081533,0.025844158,0.018716952,0.022403208,0.000103774
693,0.003963113,4.16461E-05,0.001111774,0.025794173,0.018474892,0.022089192,0.000103774
694,0.004145386,4.22705E-05,0.001136543,0.025744188,0.018264603,0.021777026,0.000103774
695,0.004321653,4.26914E-05,0.001156484,0.025694247,0.018054314,0.02148368,0.000103774
696,0.004489762,4.28727E-05,0.001171848,0.025646566,0.017844026,0.021190335,0.000103774
697,0.004647657,4.28026E-05,0.001182154,0.025598884,0.017631722,0.02089699,0.000103774
698,0.004794398,4.25499E-05,0.001187603,0.0254,0.017415481,0.020655738,0.000103774
699,0.004927252,4.21678E-05,0.001188685,0.0253,0.017199239,0.02,0.000103774
700,0.005040207,4.15373E-05,0.001185282,0.0252,0.0169,0.0198852,0.000103774
701,0.005129719,4.05498E-05,0.001177171,NaN,NaN,NaN,NaN
702,0.005198276,3.93784E-05,0.001165178,NaN,NaN,NaN,NaN
